zip,city
23230,TROIS FONDS
51390,VILLE DOMMANGE
64800,BRUGES CAPBIS MIFAGET
68610,LAUTENBACHZELL
67130,RUSS
23120,VALLIERE
51170,VILLE EN TARDENOIS
64800,BRUGES CAPBIS MIFAGET
68220,LIEBENSWILLER
67420,ST BLAISE LA ROCHE
23170,VERNEIGES
51130,VILLENEUVE RENNEVILLE CHEVIGNY
64800,BRUGES CAPBIS MIFAGET
68280,LOGELHEIM
67220,ST MARTIN
24460,AGONAC
51130,VILLERS AUX BOIS
64220,BUSTINCE IRIBERRY
68140,LUTTENBACH PRES MUNSTER
67530,ST NABOR
24420,ANTONNE ET TRIGONANT
51800,VILLERS EN ARGONNE
64470,CAMOU CIHIGUE
68470,MOLLAU
67420,SAULXURES
24560,BARDOU
51510,VILLERS LE CHATEAU
64170,CASTEIDE CAMI
68210,MONTREUX VIEUX
67700,SAVERNE
24440,BEAUMONTOIS EN PERIGORD
51380,VILLERS MARMERY
64460,CASTEIDE DOAT
68690,MOOSCH
67350,SCHALKENDORF
24120,BEAUREGARD DE TERRASSON
51130,VILLESENEUX
64460,CASTERA LOUBIX
68790,MORSCHWILLER LE BAS
67750,SCHERWILLER
24170,PAYS DE BELVES
51260,VILLIERS AUX CORNEILLES
64300,CASTETNER
68480,OBERLARG
67130,SCHIRMECK
24560,BOISSE
51700,VINCELLES
64370,CASTILLON D ARTHEZ
68420,OBERMORSCHWIHR
67370,SCHNERSHEIM
24230,BONNEVILLE ET ST AVIT DE FUMADIERES
51800,VOILEMONT
64230,CAUBIOS LOOS
68500,ORSCHWIHR
67370,SCHNERSHEIM
24480,BOUILLAC
51260,VOUARCES
64190,CHARRE
68570,OSENBACH
67470,SELTZ
24330,BOULAZAC ISLE MANOIRE
51800,WARGEMOULIN HURLUS
64330,CLARACQ
68190,RAEDERSHEIM
67220,STEIGE
24310,BOURDEILLES
51420,WITRY LES REIMS
64330,CONCHEZ DE BEARN
68890,REGUISHEIM
67190,STILL
24320,BOURG DES MAISONS
52340,AGEVILLE
64440,EAUX BONNES
68210,RETZWILLER
67000,STRASBOURG
24150,BOURNIQUEL
52310,ANNEVILLE LA PRAIRIE
64270,ESCOS
68400,RIEDISHEIM
67290,STRUTH
24310,BRANTOME EN PERIGORD
52110,ARNANCOURT
64160,ESPECHEDE
68590,RODERN
67250,SURBOURG
24460,BRANTOME EN PERIGORD
52240,AUDELONCOURT
64400,ESQUIULE
68660,ROMBACH LE FRANC
67350,UHLWILLER
24350,BUSSAC
52330,AUTREVILLE SUR LA RENNE
64470,ETCHEBAR
68128,ROSENAU
67220,URBEIS
24150,CALES
52250,BAISSEY
64110,GELOS
68250,ROUFFACH
67310,WASSELONNE
24260,CAMPAGNE
52160,BAY SUR AUBE
64240,HASPARREN
68550,ST AMARIN
67310,WASSELONNE
24120,LA CASSAGNE
52270,ROCHES BETTAINCOURT
64800,HAUT DE BOSDARROS
68127,STE CROIX EN PLAINE
67270,WICKERSHEIM WILSHAUSEN
24220,CASTELS ET BEZENAC
52270,ROCHES BETTAINCOURT
64680,HERRERE
68160,STE MARIE AUX MINES
67290,WIMMENAU
24800,CHALAIS
52100,BETTANCOURT LA FERREE
64130,IDAUX MENDY
68570,SOULTZMATT
67110,WINDSTEIN
24470,CHAMPS ROMAIN
52340,BIESLES
64250,ITXASSOU
68720,SPECHBACH
67110,WINDSTEIN
24320,CHAPDEUIL
52310,BOLOGNE
64190,JASSES
68440,STEINBRUNN LE BAS
67170,WINGERSHEIM LES QUATRE BANS
24320,LA CHAPELLE GRESIGNAC
52200,BOURG
64120,JUXUE
68140,STOSSWIHR
67130,WISCHES
24300,LA CHAPELLE MONTMOREAU
52150,BOURMONT ENTRE MEUSE ET MOUZON
64300,LAA MONDRANS
68580,STRUETH
67130,WISCHES
24320,CHERVAL
52110,BOUZANCOURT
64270,LABASTIDE VILLEFRANCHE
01100,ARBENT
67160,WISSEMBOURG
24560,COLOMBIER
52210,BUGNIERES
64300,LACADEE
01260,VALROMEY SUR SERAN
67260,WOLFSKIRCHEN
24600,COMBERANCHE ET EPELUCHE
52220,CEFFONDS
64360,LACOMMANDE
01260,VALROMEY SUR SERAN
68210,BERNWILLER
24520,COURS DE PILE
52700,CHALVRAINES
64270,LAHONTAN
01260,VALROMEY SUR SERAN
68220,ATTENSCHWILLER
24100,CREYSSE
52200,CHAMPIGNY LES LANGRES
64150,LAHOURCADE
01260,VALROMEY SUR SERAN
68870,BARTENHEIM
24350,DOUCHAPT
52360,CHARMES
64570,LANNE EN BARETOUS
01290,BEY
68560,BETTENDORF
24380,EGLISE NEUVE DE VERGT
52000,CHAUMONT
64450,LASCLAVERIES
01800,BOURG ST CHRISTOPHE
68320,BISCHWIHR
24700,EYGURANDE ET GARDEDEUIL
52170,CHEVILLON
64220,LASSE
01300,BRENS
68580,BISEL
24260,LES EYZIES
52240,CLEFMONT
64320,LEE
01360,BRESSOLLES
68210,BRECHAUMONT
24620,LES EYZIES
52190,CUSEY
64350,LESPIELLE
01460,BRION
68350,BRUNSTATT DIDENHEIM
24290,FANLAC
52140,DAMMARTIN SUR MEUSE
64530,LIVRON
01310,BUELLAS
68210,BUETHWILLER
24130,LE FLEIX
52700,DARMANNES
64120,LOHITZUN OYHERCQ
01630,CHALLEX
68530,BUHL
24680,GARDONNE
52110,DOULEVANT LE CHATEAU
64160,LOMBIA
01250,NIVIGNE ET SURAN
68480,COURTAVON
24380,GRUN BORDAS
52290,ECLARON BRAUCOURT STE LIVIERE
64410,LONCON
01170,CHEVRY
68440,DIETWILLER
24140,JAURE
52300,EFFINCOURT
64120,LUXE SUMBERRAUTE
01410,CHEZERY FORENS
68720,EGLINGEN
24300,JAVERLHAC ET LA CHAPELLE ST ROBERT
52230,EPIZON
64260,LYS
01320,CRANS
68190,ENSISHEIM
24410,LA JEMAYE PONTEYRAUD
52270,EPIZON
64330,MASCARAAS HARON
01340,BRESSE VALLONS
68990,GALFINGUE
24410,LA JEMAYE PONTEYRAUD
52500,FAYL BILLOT
64300,MASLACQ
01350,CRESSIN ROCHEFORT
68140,GRIESBACH AU VAL
24680,LAMONZIE ST MARTIN
52320,FRONCLES
64160,MAUCOR
01350,CULOZ
68970,GUEMAR
24150,LANQUAIS
52320,FRONCLES
64130,MAULEON LICHARRE
01220,DIVONNE LES BAINS
68116,GUEWENHEIM
24210,LIMEYRAT
52320,LA GENEVROYE
64120,MEHARIN
01590,DORTAN
68440,HABSHEIM
24220,MARNAC
52230,GERMAY
64510,MEILLON
01250,DROM
68720,HEIDWILLER
24620,MARQUAY
52210,GIEY SUR AUJON
64240,MENDIONDE
01160,DRUILLAT
68560,HEIMERSDORF
24150,MAUZAC ET GRAND CASTANG
52330,GILLANCOURT
64220,MENDIVE
01170,ECHENEVEX
68990,HEIMSBRUNN
24450,MIALET
52330,GUINDRECOURT SUR BLAISE
64370,MESPLEDE
01480,FAREINS
68130,HEIWILLER
24470,MILHAC DE NONTRON
52600,HAUTE AMANCE
64350,MOMY
01340,FOISSIAT
68580,HINDLINGEN
24240,MONESTIER
52150,HUILLIECOURT
64160,MONASSUT AUDIRACQ
01090,FRANCHELEINS
68140,HOHROD
24520,MOULEYDIER
52200,HUMES JORQUENAY
64990,MOUGUERRE
01290,GRIEGES
68320,PORTE DU RIED
24390,NAILHAC
52000,JONCHERY
64400,MOUMOUR
01100,GROISSIAT
68490,HOMBOURG
24800,NANTHEUIL
52500,LAFERTE SUR AMANCE
64420,NOUSTY
01250,HAUTECOURT ROMANECHE
68180,HORBOURG WIHR
24300,NONTRON
52170,BAYARD SUR MARNE
64190,OGENNE CAMPTORT
01110,PLATEAU D HAUTEVILLE
68130,HUNDSBACH
24270,PAYZAC
52100,LANEUVILLE AU PONT
64680,OGEU LES BAINS
01260,HAUT VALROMEY
68330,HUNINGUE
24620,PEYZAC LE MOUSTIER
52120,LANTY SUR AUBE
64390,ORION
01140,ILLIAT
68420,HUSSEREN LES CHATEAUX
24240,POMPORT
52400,LARIVIERE ARNONCOURT
64780,OSSES
01200,INJOUX GENISSIAT
68230,KATZENTHAL
24200,ST ANDRE D ALLAS
52120,LATRECEY ORMOY SUR AUBE
64300,OZENX MONTESTRUCQ
01250,JASSERON
68240,KAYSERSBERG VIGNOBLE
24440,ST AVIT SENIEUR
52140,LAVILLENEUVE
64150,PARDIES
01340,JAYAT
68290,KIRCHBERG
24150,ST CAPRAISE DE LALINDE
52330,LAVILLENEUVE AU ROI
64460,PONTIACQ VIELLEPINTE
01800,JOYEUX
68580,LARGITZEN
24590,ST CREPIN ET CARLUCET
52110,LESCHERES SUR LE BLAISERON
64190,PRECHACQ JOSBAIG
01150,LAGNIEU
68610,LAUTENBACH
24440,STE CROIX
52700,LIFFOL LE PETIT
64160,RIUPEYROUS
01680,LOMPNAS
68610,LAUTENBACH
24170,STE FOY DE BELVES
52500,MAATZ
64110,RONTIGNON
01300,MAGNIEU
68660,LIEPVRE
24510,STE FOY DE LONGAS
52300,MAIZIERES
64800,ST ABIT
01370,MEILLONNAS
68480,LINSDORF
24300,ST FRONT LA RIVIERE
52700,MANOIS
64270,ST DOS
01660,MEZERIAT
68720,LUEMSCHWILLER
24140,ST GEORGES DE MONTCLARD
52370,MARANVILLE
64560,STE ENGRACE
01600,MISERIEUX
68210,VALDIEU LUTRAN
24160,ST GERMAIN DES PRES
52400,MELAY
64400,ST GOIN
01460,NURIEUX VOLOGNAT
68210,VALDIEU LUTRAN
24170,ST LAURENT LA VALLEE
52240,MILLIERES
64160,ST JAMMES
01700,NEYRON
68210,MAGNY
24540,ST MARCORY
52100,MOESLAINS
64220,ST JEAN LE VIEUX
01230,ONCIEU
68550,MALMERSPACH
24300,ST MARTIN LE PIN
52140,VAL DE MEUSE
64780,ST MARTIN D ARROSSA
01430,OUTRIAZ
68630,MITTELWIHR
24370,STE MONDANE
52140,VAL DE MEUSE
64310,ST PEE SUR NIVELLE
01300,PARVES ET NATTAGES
68580,MOOSLARGUE
24320,ST PAUL LIZONNE
52170,NARCY
64300,SALLESPISSE
01960,PERONNAS
68780,LE HAUT SOULTZBACH
24800,ST ROMAIN ET ST CLEMENT
52400,NEUVELLE LES VOISEY
64420,SAUBOLE
01300,PEYRIEU
68780,LE HAUT SOULTZBACH
24270,SARLANDE
52240,NOYERS
64390,SAUVETERRE DE BEARN
01270,PIRAJOUX
68100,MULHOUSE
24260,SAVIGNAC DE MIREMONT
52310,OUDINCOURT
64350,SEMEACQ BLACHON
01330,LE PLANTAY
68200,MULHOUSE
24300,SAVIGNAC DE NONTRON
52700,OZIERES
64121,SERRES CASTET
01160,PRIAY
68600,NEUF BRISACH
24300,SCEAU ST ANGEL
52600,LE PAILLY
64260,SEVIGNACQ MEYRACQ
01250,REVONNAS
68127,NIEDERENTZEN
24410,SERVANCHES
52160,PERROGNEY LES FONTAINES
64780,SUHESCUN
01120,STE CROIX
68230,NIEDERMORSCHWIHR
24500,SINGLEYRAC
52100,PERTHES
64120,UHART MIXE
01340,ST DIDIER D AUSSIAT
68960,ILLTAL
24600,SIORAC DE RIBERAC
52220,PLANRUPT
64430,UREPEL
01600,ST DIDIER DE FORMANS
68127,OBERENTZEN
24170,SIORAC EN PERIGORD
52800,POINSON LES NOGENT
64160,UROST
01300,ST GERMAIN LES PAROISSES
68480,RAEDERSDORF
24460,SORGES ET LIGUEUX EN PERIGORD
52360,POISEUL
64122,URRUGNE
01750,ST LAURENT SUR SAONE
68800,RAMMERSMATT
24390,TEILLOTS
52400,LE CHATELET SUR MEUSE
64230,UZEIN
01430,ST MARTIN DU FRENE
68730,RANSPACH LE BAS
24240,THENAC
52800,POULANGY
65260,ADAST
01160,ST MARTIN DU MONT
68500,RIMBACH PRES GUEBWILLER
24290,THONAC
52220,RIVES DERVOISES
65240,ADERVIELLE POUCHERGUES
01310,ST MARTIN LE CHATEL
68290,RIMBACH PRES MASEVAUX
24190,VALLEREUIL
52410,ROCHES SUR MARNE
65400,AGOS VIDALOS
01800,ST MAURICE DE GOURDANS
68500,RIMBACHZELL
24320,VERTEILLAC
52260,ROLAMPONT
65140,ANSOST
01500,ST MAURICE DE REMENS
68170,RIXHEIM
24370,VEYRIGNAC
52300,RUPT
65170,ARAGNOUET
01560,ST NIZIER LE BOUCHOUX
68210,ROMAGNY
24380,VEYRINES DE VERGT
52200,ST CIERGUES
65670,ARNE
01240,ST PAUL DE VARAX
68580,SEPPOIS LE BAS
24600,VILLETOUREIX
52300,ST URBAIN MACONCOURT
65400,ARRENS MARSOUS
01310,ST REMY
68510,SIERENTZ
25360,ADAM LES PASSAVANT
52300,ST URBAIN MACONCOURT
65200,ASTUGUE
01560,ST TRIVIER DE COURTES
68380,SONDERNACH
25530,ADAM LES VERCEL
52230,SAUDRON
65380,AVERAN
01990,ST TRIVIER SUR MOIGNANS
68780,SOPPE LE BAS
25300,ARCON
52140,SAULXURES
65130,AVEZAC PRAT LAHITTE
01580,SAMOGNAT
68230,SOULTZBACH LES BAINS
25520,ARC SOUS CICON
52500,SAVIGNY
65200,BAGNERES DE BIGORRE
01220,SAUVERNY
68140,SOULTZEREN
25520,AUBONNE
52210,TERNAT
65710,BAGNERES DE BIGORRE
01580,SONTHONNAX LA MONTAGNE
68570,SOULTZMATT
25870,LES AUXONS
52800,THIVET
65240,BARRANCOUEU
01580,SONTHONNAX LA MONTAGNE
68850,STAFFELFELDEN
25550,BAVANS
52000,TREIX
65130,BATSERE
01390,TRAMOYES
68510,STETTEN
25380,BELLEHERBE
52500,VALLEROY
65250,BAZUS NESTE
01560,VERNOUX
68590,THANNENKIRCH
25200,BETHONCOURT
52150,VAUDRECOURT
65400,BEAUCENS
01430,VIEU D IZENAVE
68480,VIEUX FERRETTE
25190,BIEF
52400,VICQ
65710,BEAUDEAN
01200,VILLES
68800,VIEUX THANN
25330,BOLANDOZ
52700,VIGNES LA COTE
65130,BENQUE MOLERE
01260,ARVIERE EN VALROMEY
68420,VOEGTLINSHOFFEN
25210,BONNETAGE
52190,VILLEGUSIEN LE LAC
65410,BEYREDE JUMET CAMOUS
01260,ARVIERE EN VALROMEY
68600,VOLGELSHEIM
25360,BOUCLANS
52190,VILLEGUSIEN LE LAC
65330,BONREPOS
01260,ARVIERE EN VALROMEY
68640,WALDIGHOFEN
25150,BOURGUIGNON
52190,VILLIERS LES APREY
65400,BOO SILHEN
01260,ARVIERE EN VALROMEY
68130,WALHEIM
25340,BRANNE
52160,VITRY EN MONTAGNE
65590,BORDERES LOURON
01540,VONNAS
68510,WALTENHEIM
25250,BRETIGNEY
52800,VITRY LES NOGENT
65130,BOURG DE BIGORRE
02110,AISONVILLE ET BERNOVILLE
68230,WASSERBOURG
25600,BROGNARD
52200,VOISINES
65170,BOURISP
02320,ALLEMANT
68700,WATTWILLER
25320,BUSY
52240,VRONCOURT LA COTE
65100,BOURREAC
02320,ANIZY LE GRAND
68220,WENTZWILLER
25440,BY
53240,LA BACONNIERE
65460,BOURS
02270,ASSIS SUR SERRE
68210,WOLFERSDORF
25320,BYANS SUR DOUBS
53350,BALLOTS
65130,BULAN
02500,AUBENTON
68480,WOLSCHWILLER
25380,CHAMESEY
53440,LA BAZOGE MONTPINCON
65190,CAHARET
02300,AUDIGNICOURT
68440,ZIMMERSHEIM
25330,CHANTRANS
53320,BEAULIEU SUR OUDON
65500,CAIXON
02000,BARENTON CEL
69480,ANSE
25440,CHARNAY
53290,BIERNE LES VILLAGES
65710,CAMPAN
02170,BARZY EN THIERACHE
69210,L ARBRESLE
25640,CHATILLON GUYOTTE
53170,LE BIGNON DU MAINE
65230,CAMPUZAN
02330,VALLEES EN CHAMPAGNE
69610,AVEIZE
25440,CHAY
53960,BONCHAMP LES LAVAL
65110,CAUTERETS
02300,BEAUMONT EN BEINE
69620,BAGNOLS
25770,CHEMAUDIN ET VAUX
53370,BOULAY LES IFS
65230,CIZOS
02800,BEAUTOR
69220,BELLEVILLE EN BEAUJOLAIS
25170,CHEVIGNEY SUR L OGNON
53350,BRAINS SUR LES MARCHES
65250,ESCALA
02420,BELLICOURT
69690,BESSENAY
25330,CLERON
53120,CARELLES
65500,ESCAUNETS
02290,BERNY RIVIERE
69690,BESSENAY
25340,PAYS DE CLERVAL
53300,CHANTRIGNE
65100,ESCOUBES POUTS
02240,BERTHENICOURT
69620,VAL D OINGT
25500,LES COMBES
53200,CHATEAU GONTIER SUR MAYENNE
65130,ESPARROS
02870,BESNY ET LOIZY
69500,BRON
25410,CORCONDRAY
53100,CHATILLON SUR COLMONT
65130,ESPECHE
02300,BETHANCOURT EN VAUX
69840,CENVES
25440,COURCELLES
53340,CHEMERE LE ROI
65130,ESPIEILH
02130,BEUVARDES
69870,CHAMBOST ALLIERES
25530,COURTETAIN ET SALANS
53340,COSSE EN CHAMPAGNE
65240,FRECHET AURE
02400,BEZU ST GERMAIN
69260,CHARBONNIERES LES BAINS
25270,CROUZET MIGETTE
53200,DAON
65190,FRECHOU FRECHET
02210,BILLY SUR OURCQ
69380,CHASSELAY
25680,CUBRIAL
53400,DENAZE
65330,GALEZ
02160,BLANZY LES FISMES
69840,CHENAS
25680,CUBRY
53150,EVRON
65100,GAZOST
02350,BONCOURT
69470,COURS
25150,DAMBELIN
53350,FONTAINE COUVERTE
65240,GENOS
02220,BRAINE
69470,COURS
25230,DASLE
53940,LE GENEST ST ISLE
65140,GENSAC
02110,BRANCOURT LE GRAND
69470,COURS
25330,DESERVILLERS
53200,GENNES LONGUEFUYE
65100,GEU
02240,BRISSAY CHOIGNY
69690,COURZIEU
25580,DURNES
53120,GORRON
65100,GEZ EZ ANGLES
02220,BRUYS
69290,CRAPONNE
25480,ECOLE VALENTIN
53290,GREZ EN BOUERE
65350,GONEZ
02500,BUCILLY
69640,DENICE
25480,ECOLE VALENTIN
53640,HARDANGES
65200,HAUBAN
02870,BUCY LES CERNY
69380,DOMMARTIN
25140,LES ECORCES
53250,JAVRON LES CHAPELLES
65250,HECHES
02350,BUCY LES PIERREPONT
69850,DUERNE
25150,ECURCEY
53110,LASSAY LES CHATEAUX
65700,HERES
02810,BUSSIARES
69700,ECHALAS
25170,EMAGNY
53400,LIVRE LA TOUCHE
65250,IZAUX
02420,LE CATELET
69700,ECHALAS
25330,ETERNOZ
53200,MARIGNE PEUTON
65290,JUILLAN
02300,CAUMONT
69210,FLEURIEUX SUR L ARBRESLE
25580,FALLERANS
53400,MEE
65100,ARRAYOU LAHITTE
02240,CERIZY
69620,FRONTENAS
25470,FERRIERES LE LAC
53640,MONTREUIL POULAY
65700,LASCAZERES
02870,CERNY LES BUCY
69700,GIVORS
25330,FERTANS
53150,MONTSURS
65380,LAYRISSE
02220,CERSEUIL
69700,GIVORS
25190,FEULE
53150,MONTSURS
65150,LOMBRES
02270,CHALANDRY
69380,LOZANNE
25500,LES FINS
53150,MONTSURS
65130,LOMNE
02670,CHAMPS
69480,MARCY
25370,FOURCATIER ET MAISON NEUVE
53360,ORIGNE
65220,LUBRET ST LUC
02310,CHARLY SUR MARNE
69280,MARCY L ETOILE
25190,FROIDEVAUX
53220,ST BERTHEVIN LA TANNIERE
65120,LUZ ST SAUVEUR
02400,CHARTEVES
69550,MEAUX LA MONTAGNE
25390,FUANS
53290,ST DENIS D ANJOU
65120,LUZ ST SAUVEUR
02160,CHAUDARDES
69510,MESSIMY
25240,GELLIN
53170,ST DENIS DU MAINE
65700,MADIRAN
02000,CHAVIGNON
69390,MILLERY
25870,GENEUILLE
53380,ST HILAIRE DU MAINE
65140,MANSAN
02270,CHEVRESIS MONCEAU
69860,DEUX GROSNES
25510,GERMEFONTAINE
53300,ST MARS SUR COLMONT
65200,MARSAS
02400,CHIERRY
69860,DEUX GROSNES
25650,GILLEY
53220,ST MARS SUR LA FUTAIE
65240,MONT
02880,CHIVRES VAL
69700,MONTAGNY
25190,GLERE
53410,ST PIERRE LA COUR
65150,MONTEGUT
02130,CIERGES
69250,POLEYMIEUX AU MONT D OR
25190,GLERE
53160,VIMARTIN SUR ORTHE
65200,MONTGAILLARD
02000,CLACY ET THIERRET
69490,VINDRY SUR TURDINE
25440,GOUX SOUS LANDET
53210,SOULGE SUR OUETTE
65190,MOULEDOUS
02210,COINCY
69400,PORTE DES PIERRES DOREES
25650,HAUTERIVE LA FRESSE
54560,AUDUN LE ROMAN
65200,NEUILH
02220,COURCELLES SUR VESLE
69790,PROPIERES
25620,L HOPITAL DU GROSBOIS
54450,AUTREPIERRE
65500,NOUILHAN
02220,COUVRELLES
69460,SALLES ARBUISSONNAS EN BEAUJOLAIS
25340,L HOPITAL ST LIEFFROY
54450,AVRICOURT
65190,ORIEUX
02600,COYOLLES
69170,LES SAUVAGES
25250,HYEMONDANS
54120,BACCARAT
65800,ORLEIX
02650,CREZANCY
69210,SOURCIEUX LES MINES
25160,LABERGEMENT STE MARIE
54540,BADONVILLER
65320,OROIX
02120,CRUPILLY
69440,STE CATHERINE
25130,VILLERS LE LAC
54450,BARBAS
65380,OSSUN
02880,CUFFIES
69440,STE CATHERINE
25550,LAIRE
54170,BARISEY LA COTE
65370,OURDE
02220,CUIRY HOUSSE
69790,ST CLEMENT DE VERS
25170,LANTENNE VERTIERE
54150,LES BAROCHES
65490,OURSBELILLE
02220,CYS LA COMMUNE
69280,STE CONSORCE
25170,LAVERNAY
54620,BASLIEUX
65100,OUSTE
02800,DANIZY
69490,ST FORGEUX
25270,LEVIER
54115,BATTIGNY
65400,OUZOUS
02600,DOMMIERS
69610,STE FOY L ARGENTIERE
25330,LIZINE
54470,BEAUMONT
65130,PERE
02310,DOMPTIN
69230,ST GENIS LAVAL
25330,LONGEVILLE
54610,BELLEAU
65140,PEYRUN
02450,DORENGT
69790,ST IGNY DE VERS
25370,LONGEVILLES MONT D OR
54120,BERTRICHAMPS
65190,POUMAROUS
02350,EBOULEAU
69850,ST MARTIN EN HAUT
25110,LUXIOL
54760,BEY SUR SEILLE
65350,POUYASTRUC
02400,EPIEDS
69440,CHABANIERE
25120,MAICHE
54540,BIONVILLE
65230,PUNTOUS
02420,ESTREES
69620,ST VERAND
25620,MALBRANS
54770,BOUXIERES AUX CHENES
65330,RECURT
02400,ETREPILLY
69240,ST VINCENT DE REINS
25620,MAMIROLLE
54700,BOUXIERES SOUS FROIDMONT
65700,ST LANNE
02100,FAYET
69440,TALUYERS
25250,MARVELISE
54930,BOUZANVILLE
65150,ST LAURENT DE NESTE
02460,LA FERTE MILON
69420,TUPIN ET SEMONS
25700,MATHAY
54150,VAL DE BRIEY
65400,ST PASTOUS
02600,FLEURY
69120,VAULX EN VELIN
25410,MERCEY LE GRAND
54280,BRIN SUR SEILLE
65140,SARRIAC BIGORRE
02110,FONSOMME
69200,VENISSIEUX
25170,MONCLEY
54420,CERVILLE
65600,SARROUILLES
02680,FONTAINE LES CLERCS
69430,VERNAY
25210,MONT DE LAVAL
54700,CHAMPEY SUR MOSELLE
65120,SASSIS
02650,FOSSOY
69100,VILLEURBANNE
25120,MONT DE VOUGNEY
54250,CHAMPIGNEULLES
65700,SAUVETERRE
02760,FRANCILLY SELENCY
69510,YZERON
25660,MONTFAUCON
54470,CHAREY
65320,SERON
02270,FROIDMONT COHARTILLE
69680,CHASSIEU
25920,MOUTHIER HAUTE PIERRE
54450,CHAZELLES SUR ALBE
65500,SIARROUY
02140,GERCY
69150,DECINES CHARPIEU
25360,OSSE
54610,CLEMERY
65190,SINZOS
02440,GIBERCOURT
69740,GENAS
25520,OUHANS
54260,COLMEY
65400,SIREIX
02350,GIZY
69970,MARENNES
25530,OUVANS
54400,COSNES ET ROMAIN
65430,SOUES
02350,GOUDELANCOURT LES PIERREPONT
69140,RILLIEUX LA PAPE
25360,PASSAVANT
54930,COURCELLES
65370,THEBE
02680,GRUGIES
69780,ST PIERRE DE CHANDIEU
25510,PIERREFONTAINE LES VARANS
54110,CREVIC
65230,THERMES MAGNOAC
02300,GUNY
69360,SOLAIZE
25170,PLACEY
54120,DENEUVRE
65190,TOURNAY
02600,HARAMONT
69008,LYON 08
25440,LE VAL
54130,DOMMARTEMONT
65140,UGNOUAS
02420,LEHAUCOURT
69009,LYON 09
25300,PONTARLIER
54200,DOMMARTIN LES TOUL
65700,VILLEFRANQUE
02810,HAUTEVESNES
70300,ABELCOURT
25240,LES PONTETS
54490,DOMPRIX
65260,VILLELONGUE
02500,LA HERIE
70280,AMAGE
25640,POULIGNEY LUSANS
54290,DOMPTAIL EN L AIR
65500,VILLENAVE PRES BEARN
02760,HOLNON
70200,AMBLANS ET VELOTTE
25250,RANG
54280,ERBEVILLER SUR AMEZULE
66700,ARGELES SUR MER
02140,HOURY
70110,AUTREY LES CERRE
25150,REMONDANS VAIVRE
54690,EULMONT
66670,BAGES
02360,IVIERS
70100,AUVET ET LA CHAPELOTTE
25110,RILLANS
54760,FAULX
66320,BAILLESTAVY
02140,JEANTES
70000,AUXON
25560,LA RIVIERE DRUGEON
54930,FORCELLES SOUS GUGNEY
66130,BOULETERNERE
02480,JUSSY
70140,BARD LES PESMES
25310,ROCHES LES BLAMONT
54570,FOUG
66360,CAUDIES DE CONFLENT
02880,JUVIGNY
70300,BAUDONCOURT
25680,ROUGEMONT
54450,FREMONVILLE
66500,CONAT
02190,JUVINCOURT ET DAMARY
70270,BELONCHAMP
25640,ROUGEMONTOT
54260,FRESNOIS LA MONTAGNE
66200,ELNE
02590,LANCHY
70400,BELVERNE
25170,SAUVAGNEY
54800,FRIAUVILLE
66760,ENVEITG
02140,LANDOUZY LA COUR
70210,BETONCOURT ST PANCRAS
25110,SILLEY BLEFOND
54390,FROUARD
66800,ESTAVAR
02860,LAVAL EN LAONNOIS
70500,BETONCOURT SUR MANCE
25600,SOCHAUX
54120,GELACOURT
66320,ESTOHER
02140,LEME
70110,BEVEUGE
25190,SOLEMONT
54115,GEMONVILLE
66220,FENOUILLET
02220,LESGES
70500,BOUSSERAUCOURT
25520,SOMBACOUR
54740,GERMONVILLE
66320,FINESTRET
02420,LEVERGIES
70100,BROYE LES LOUPS ET VERFONTAINE
25320,TORPES
54800,GONDRECOURT AIX
66300,FOURQUES
02860,LIERVAL
70360,BUCEY LES TRAVES
25370,TOUILLON ET LOUTELET
54260,GRAND FAILLY
66320,JOCH
02220,LIME
70230,CENANS
25470,URTIERE
54470,GROSROUVRES
66230,LAMANERE
02160,LES SEPTVALLONS
70600,CHAMPLITTE
25700,VALENTIGNEY
54290,HAUSSONVILLE
66760,LATOUR DE CAROL
02160,LES SEPTVALLONS
70600,CHAMPLITTE
25190,VALONNE
54180,HEILLECOURT
66720,LATOUR DE FRANCE
02130,LOUPEIGNE
70600,CHAMPLITTE
25190,VAUFREY
54590,HUSSIGNY GODBRANGE
66220,LESQUERDE
02500,LUZOIR
70100,CHAMPTONNAY
25160,VAUX ET CHANTEGRUE
54800,JARNY
66300,LLAURO
02350,MACHECOURT
70100,CHAMPVANS
25870,VENISE
54370,JUVRECOURT
66200,MONTESCOT
02330,DHUYS ET MORIN EN BRIE
70140,CHANCEY
25640,VENNANS
54200,LAGNEY
66500,MOSSET
02540,DHUYS ET MORIN EN BRIE
70700,CHARCENNE
25390,VENNES
54770,LAITRE SOUS AMANCE
66400,OMS
02810,MARIGNY EN ORXOIS
70240,CHATENEY
68210,TRAUBACH LE BAS
54300,LAMATH
66000,PERPIGNAN
02650,MEZY MOULINS
70500,CHAUVIREY LE CHATEL
68121,URBES
54570,LAY ST REMY
66480,LE PERTHUS
02500,MONDREPUIS
70500,CHAUVIREY LE VIEIL
68480,WERENTZHOUSE
54740,LEBEUVILLE
66720,PLANEZES
02340,MONTCORNET
70400,CHENEBIER
68960,WILLER
54470,LIMEY REMENAUVILLE
66760,PORTE PUYMORENS
02330,MONTHUREL
70190,CIREY
68480,WINKEL
54260,LONGUYON
66230,PRATS DE MOLLO LA PRESTE
